event_id,template_id,type,date,count
155,3700,open,2022-07-05,1
156,483,open,2022-07-05,2
157,474,open,2022-07-05,2
158,563,open,2022-07-05,1
159,558,open,2022-07-05,1
160,579,open,2022-07-05,1
161,580,open,2022-07-05,1
162,494,open,2022-07-05,1
163,3613,open,2022-07-05,1
164,2667,open,2022-07-05,2
165,2696,open,2022-07-05,2
166,3647,open,2022-07-05,1
167,492,open,2022-07-05,1
168,415,open,2022-07-05,2
169,4130,open,2022-07-05,1
170,4122,open,2022-07-05,1
171,4118,open,2022-07-05,1
172,3629,open,2022-07-05,1
173,3627,open,2022-07-05,1
174,3605,open,2022-07-05,1
175,3451,open,2022-07-05,1
176,3452,open,2022-07-05,1
177,3384,open,2022-07-05,1
178,3352,open,2022-07-05,1
179,3268,open,2022-07-05,1
180,3200,open,2022-07-05,1
181,3054,open,2022-07-05,1
182,3043,open,2022-07-05,1
183,3030,open,2022-07-05,1
184,2941,open,2022-07-05,1
185,2914,open,2022-07-05,2
186,2876,open,2022-07-05,1
187,2851,open,2022-07-05,1
188,2846,open,2022-07-05,1
189,2841,open,2022-07-05,1
190,2777,open,2022-07-05,1
191,2750,open,2022-07-05,1
192,2740,open,2022-07-05,1
193,2718,open,2022-07-05,1
194,2708,open,2022-07-05,2
195,4160,open,2022-07-05,1
196,2705,open,2022-07-05,1
197,2691,open,2022-07-05,1
198,2683,open,2022-07-05,1
199,2679,open,2022-07-05,2
200,2672,open,2022-07-05,1
201,2669,open,2022-07-05,1
202,2660,open,2022-07-05,1
203,2662,open,2022-07-05,1
204,2655,open,2022-07-05,1
205,2647,open,2022-07-05,1
206,2607,open,2022-07-05,1
207,2597,open,2022-07-05,1
208,2581,open,2022-07-05,1
209,2577,open,2022-07-05,1
210,2543,open,2022-07-05,1
211,2536,open,2022-07-05,1
212,526,open,2022-07-05,3
213,486,open,2022-07-05,2
214,438,open,2022-07-05,1
215,357,open,2022-07-05,1
216,488,open,2022-07-05,1
217,82,open,2022-07-05,1
218,62,open,2022-07-05,1
219,60,open,2022-07-05,1
220,4217,open,2022-07-05,1
221,4186,open,2022-07-05,1
222,4185,open,2022-07-05,1
223,526,open,2022-07-06,10
224,520,open,2022-07-06,10
225,517,open,2022-07-06,3
226,355,open,2022-07-06,1
227,163,open,2022-07-06,1
228,74,open,2022-07-06,1
229,48,open,2022-07-06,1
230,39,open,2022-07-06,1
231,4228,open,2022-07-06,1
232,1,open,2022-07-06,2
233,4224,open,2022-07-06,1
234,4178,open,2022-07-06,1
235,4135,open,2022-07-06,1
236,4073,open,2022-07-06,1
237,4062,open,2022-07-06,1
238,4026,open,2022-07-06,1
239,4009,open,2022-07-06,1
240,3965,open,2022-07-06,1
241,3935,open,2022-07-06,1
242,3885,open,2022-07-06,1
243,3843,open,2022-07-06,1
244,3829,open,2022-07-06,1
245,3699,open,2022-07-06,1
246,240,open,2022-07-06,1
247,206,open,2022-07-06,1
248,114,open,2022-07-06,1
249,4213,open,2022-07-06,1
250,4184,open,2022-07-06,1
251,4150,open,2022-07-06,2
252,4133,open,2022-07-06,2
253,4119,open,2022-07-06,1
254,4084,open,2022-07-06,1
255,518,open,2022-07-06,8
256,3919,open,2022-07-06,1
257,3896,open,2022-07-06,1
258,3864,open,2022-07-06,1
259,3662,open,2022-07-06,1
260,3650,open,2022-07-06,1
261,3596,open,2022-07-06,1
262,453,open,2022-07-06,1
263,3585,open,2022-07-06,1
264,3565,open,2022-07-06,1
265,442,open,2022-07-06,4
266,3520,open,2022-07-06,1
267,3937,open,2022-07-06,2
268,3949,open,2022-07-06,1
269,4075,open,2022-07-06,1
270,4112,open,2022-07-06,1
271,4146,open,2022-07-06,1
272,438,open,2022-07-06,3
273,2,open,2022-07-06,1
274,14,open,2022-07-06,1
275,28,open,2022-07-06,1
276,30,open,2022-07-06,2
277,435,open,2022-07-06,1
278,27,open,2022-07-06,1
279,51,open,2022-07-06,1
280,68,open,2022-07-06,1
281,98,open,2022-07-06,1
282,97,open,2022-07-06,1
283,115,open,2022-07-06,1
284,172,open,2022-07-06,1
285,221,open,2022-07-06,1
286,226,open,2022-07-06,1
287,234,open,2022-07-06,1
288,260,open,2022-07-06,2
289,271,open,2022-07-06,2
290,413,open,2022-07-06,1
291,305,open,2022-07-06,1
292,404,open,2022-07-06,2
293,313,open,2022-07-06,2
294,312,open,2022-07-06,1
295,320,open,2022-07-06,1
296,370,open,2022-07-06,2
297,398,open,2022-07-06,2
298,423,open,2022-07-06,1
299,431,open,2022-07-06,1
300,455,open,2022-07-06,2
301,475,open,2022-07-06,1
302,485,open,2022-07-06,1
303,501,open,2022-07-06,3
304,503,open,2022-07-06,1
305,470,open,2022-07-06,1
306,368,open,2022-07-06,1
307,351,open,2022-07-06,5
308,349,open,2022-07-06,1
309,345,open,2022-07-06,1
310,321,open,2022-07-06,2
311,488,open,2022-07-06,1
312,481,open,2022-07-06,1
313,469,open,2022-07-06,1
314,454,open,2022-07-06,2
315,448,open,2022-07-06,1
316,519,open,2022-07-06,5
317,445,open,2022-07-06,1
318,414,open,2022-07-06,1
319,401,open,2022-07-06,1
320,259,open,2022-07-06,1
321,333,open,2022-07-06,1
322,466,open,2022-07-06,1
323,335,open,2022-07-06,1
324,316,open,2022-07-06,1
325,296,open,2022-07-06,1
326,275,open,2022-07-06,4
327,447,open,2022-07-06,2
328,257,open,2022-07-06,1
329,486,open,2022-07-06,2
330,449,open,2022-07-06,1
331,439,open,2022-07-06,1
332,428,open,2022-07-06,3
333,478,open,2022-07-06,1
334,427,open,2022-07-06,1
336,3361,open,2022-07-06,1
337,514,open,2022-07-06,1
338,508,open,2022-07-06,2
339,504,open,2022-07-06,2
340,505,open,2022-07-06,1
341,497,open,2022-07-06,1
342,468,open,2022-07-06,1
343,460,open,2022-07-06,1
344,451,open,2022-07-06,1
345,424,open,2022-07-06,1
346,408,open,2022-07-06,1
347,391,open,2022-07-06,1
348,383,open,2022-07-06,1
349,346,open,2022-07-06,1
350,327,open,2022-07-06,1
351,301,open,2022-07-06,1
352,302,open,2022-07-06,1
353,516,open,2022-07-06,1
354,477,open,2022-07-06,1
355,480,open,2022-07-06,1
356,462,open,2022-07-06,1
357,393,open,2022-07-06,1
358,365,open,2022-07-06,1
359,366,open,2022-07-06,2
360,363,open,2022-07-06,1
361,434,open,2022-07-06,1
362,437,open,2022-07-06,1
363,325,open,2022-07-06,1
364,309,open,2022-07-06,1
365,282,open,2022-07-06,1
366,149,open,2022-07-06,1
367,310,open,2022-07-06,1
368,463,open,2022-07-06,2
369,471,open,2022-07-06,1
370,514,open,2022-07-07,1
371,513,open,2022-07-07,2
372,519,open,2022-07-07,4
373,432,open,2022-07-07,3
374,347,open,2022-07-07,1
375,509,open,2022-07-07,1
376,512,open,2022-07-07,3
377,520,open,2022-07-07,2
378,516,open,2022-07-07,1
379,451,open,2022-07-07,2
380,4197,open,2022-07-07,1
381,435,open,2022-07-07,1
382,3679,open,2022-07-07,1
383,3653,open,2022-07-07,1
384,3651,open,2022-07-07,1
385,3359,open,2022-07-07,1
386,3094,open,2022-07-07,2
387,2539,open,2022-07-07,1
388,1928,open,2022-07-07,1
389,526,open,2022-07-07,5
390,501,open,2022-07-07,1
391,487,open,2022-07-07,1
392,488,open,2022-07-07,1
393,483,open,2022-07-07,2
394,477,open,2022-07-07,4
395,475,open,2022-07-07,3
396,474,open,2022-07-07,2
397,518,open,2022-07-07,2
398,498,open,2022-07-07,1
399,511,open,2022-07-07,1
400,449,open,2022-07-07,1
401,226,open,2022-07-07,1
402,185,open,2022-07-07,1
403,87,open,2022-07-07,1
404,82,open,2022-07-07,1
405,140,open,2022-07-07,1
406,272,open,2022-07-07,1
407,502,open,2022-07-07,1
408,510,open,2022-07-07,1
409,517,open,2022-07-07,1
410,481,open,2022-07-07,1
411,455,open,2022-07-07,1
412,450,open,2022-07-07,1
413,413,open,2022-07-07,2
414,401,open,2022-07-07,1
415,164,open,2022-07-07,1
416,134,open,2022-07-07,2
417,131,open,2022-07-07,1
418,288,open,2022-07-07,1
419,3893,open,2022-07-07,2
420,252,open,2022-07-07,1
421,211,open,2022-07-07,1
422,499,open,2022-07-07,1
423,428,open,2022-07-07,1
424,411,open,2022-07-07,2
425,239,open,2022-07-07,1
426,48,open,2022-07-07,1
427,34,open,2022-07-07,1
428,27,open,2022-07-07,1
429,8,open,2022-07-07,1
430,4195,open,2022-07-07,1
431,4168,open,2022-07-07,2
432,4136,open,2022-07-07,1
433,4104,open,2022-07-07,2
434,4081,open,2022-07-07,1
435,4066,open,2022-07-07,1
436,4043,open,2022-07-07,1
437,4022,open,2022-07-07,1
438,3849,open,2022-07-07,1
439,3643,open,2022-07-07,1
440,3566,open,2022-07-07,1
441,3558,open,2022-07-07,2
442,3556,open,2022-07-07,1
443,3456,open,2022-07-07,1
444,3563,open,2022-07-07,1
445,3137,open,2022-07-07,1
446,3002,open,2022-07-07,1
447,3579,open,2022-07-07,1
448,442,open,2022-07-07,1
449,264,open,2022-07-07,2
450,200,open,2022-07-07,1
451,130,open,2022-07-07,1
452,103,open,2022-07-07,1
453,22,open,2022-07-07,1
454,118,open,2022-07-07,1
455,440,open,2022-07-07,1
456,470,open,2022-07-07,1
457,414,open,2022-07-07,1
458,406,open,2022-07-07,1
459,399,open,2022-07-07,1
460,385,open,2022-07-07,1
461,380,open,2022-07-07,1
462,379,open,2022-07-07,1
463,376,open,2022-07-07,1
464,371,open,2022-07-07,1
465,370,open,2022-07-07,1
466,359,open,2022-07-07,1
467,358,open,2022-07-07,1
468,357,open,2022-07-07,1
469,356,open,2022-07-07,1
470,354,open,2022-07-07,1
471,353,open,2022-07-07,1
472,355,open,2022-07-07,1
473,345,open,2022-07-07,1
474,342,open,2022-07-07,1
475,343,open,2022-07-07,1
476,341,open,2022-07-07,1
477,340,open,2022-07-07,1
478,338,open,2022-07-07,1
479,339,open,2022-07-07,1
480,337,open,2022-07-07,1
481,336,open,2022-07-07,1
482,333,open,2022-07-07,1
483,334,open,2022-07-07,1
484,335,open,2022-07-07,1
485,332,open,2022-07-07,1
486,328,open,2022-07-07,1
487,326,open,2022-07-07,1
488,325,open,2022-07-07,1
489,321,open,2022-07-07,1
490,320,open,2022-07-07,1
491,316,open,2022-07-07,2
492,313,open,2022-07-07,1
493,314,open,2022-07-07,2
494,311,open,2022-07-07,1
495,310,open,2022-07-07,1
496,308,open,2022-07-07,1
497,304,open,2022-07-07,1
498,306,open,2022-07-07,1
499,309,open,2022-07-07,1
500,301,open,2022-07-07,1
501,302,open,2022-07-07,2
502,305,open,2022-07-07,1
503,295,open,2022-07-07,1
504,293,open,2022-07-07,1
505,289,open,2022-07-07,1
506,291,open,2022-07-07,1
507,290,open,2022-07-07,1
508,287,open,2022-07-07,1
509,283,open,2022-07-07,1
510,281,open,2022-07-07,1
511,280,open,2022-07-07,1
512,277,open,2022-07-07,1
513,278,open,2022-07-07,1
514,275,open,2022-07-07,1
515,273,open,2022-07-07,1
516,269,open,2022-07-07,1
517,267,open,2022-07-07,1
518,270,open,2022-07-07,1
519,266,open,2022-07-07,1
520,268,open,2022-07-07,1
521,260,open,2022-07-07,1
522,258,open,2022-07-07,1
523,256,open,2022-07-07,1
524,255,open,2022-07-07,1
525,254,open,2022-07-07,1
526,248,open,2022-07-07,1
527,245,open,2022-07-07,1
528,243,open,2022-07-07,1
529,227,open,2022-07-07,1
530,220,open,2022-07-07,1
531,217,open,2022-07-07,1
532,213,open,2022-07-07,1
533,215,open,2022-07-07,1
534,1555,open,2022-07-07,1
536,3452,open,2022-07-07,1
537,402,open,2022-07-07,1
538,251,open,2022-07-07,1
539,117,open,2022-07-07,1
540,89,open,2022-07-07,1
541,1,open,2022-07-07,1
542,4600,open,2022-07-07,1
543,4580,open,2022-07-07,1
544,5237,open,2022-07-07,1
545,5238,open,2022-07-07,1
546,5188,open,2022-07-07,1
547,5157,open,2022-07-07,1
548,5151,open,2022-07-07,1
552,4505,open,2022-07-07,1
553,4485,open,2022-07-07,1
554,3870,open,2022-07-07,1
555,3854,open,2022-07-07,1
556,3824,open,2022-07-07,1
557,3048,open,2022-07-07,1
558,3251,open,2022-07-07,1
559,2970,open,2022-07-07,1
560,462,open,2022-07-07,1
561,518,open,2022-07-08,2
562,526,open,2022-07-08,6
563,477,open,2022-07-08,2
564,474,open,2022-07-08,5
565,369,open,2022-07-08,1
566,352,open,2022-07-08,2
567,342,open,2022-07-08,1
568,517,open,2022-07-08,3
569,516,open,2022-07-08,3
570,492,open,2022-07-08,1
571,263,open,2022-07-08,6
572,220,open,2022-07-08,2
573,223,open,2022-07-08,1
574,120,open,2022-07-08,1
575,100,open,2022-07-08,1
576,75,open,2022-07-08,1
577,61,open,2022-07-08,3
578,35,open,2022-07-08,1
579,60,open,2022-07-08,1
580,83,open,2022-07-08,1
581,124,open,2022-07-08,1
582,143,open,2022-07-08,1
583,160,open,2022-07-08,1
584,157,open,2022-07-08,1
585,206,open,2022-07-08,1
586,47,open,2022-07-08,2
587,17,open,2022-07-08,1
588,4167,open,2022-07-08,1
589,4121,open,2022-07-08,1
590,4092,open,2022-07-08,1
591,3940,open,2022-07-08,2
592,3859,open,2022-07-08,1
593,3809,open,2022-07-08,1
594,3748,open,2022-07-08,1
595,3694,open,2022-07-08,1
596,3680,open,2022-07-08,1
597,3664,open,2022-07-08,1
598,3625,open,2022-07-08,1
599,3611,open,2022-07-08,1
600,3593,open,2022-07-08,1
601,3601,open,2022-07-08,1
602,3506,open,2022-07-08,1
603,3427,open,2022-07-08,1
604,3466,open,2022-07-08,1
605,3536,open,2022-07-08,1
606,3570,open,2022-07-08,1
607,4005,open,2022-07-08,1
608,4228,open,2022-07-08,1
609,69,open,2022-07-08,1
610,163,open,2022-07-08,1
611,201,open,2022-07-08,1
612,227,open,2022-07-08,1
613,251,open,2022-07-08,1
614,267,open,2022-07-08,1
615,272,open,2022-07-08,2
616,291,open,2022-07-08,1
617,288,open,2022-07-08,1
618,281,open,2022-07-08,1
619,293,open,2022-07-08,1
620,306,open,2022-07-08,1
621,356,open,2022-07-08,1
622,355,open,2022-07-08,1
623,370,open,2022-07-08,3
624,376,open,2022-07-08,2
625,395,open,2022-07-08,3
626,414,open,2022-07-08,2
627,428,open,2022-07-08,1
628,431,open,2022-07-08,1
629,442,open,2022-07-08,1
630,454,open,2022-07-08,3
631,475,open,2022-07-08,2
632,488,open,2022-07-08,1
633,513,open,2022-07-08,1
634,519,open,2022-07-08,2
635,508,open,2022-07-08,1
636,512,open,2022-07-08,3
637,440,open,2022-07-08,1
638,509,open,2022-07-08,2
639,486,open,2022-07-08,3
640,481,open,2022-07-08,3
641,443,open,2022-07-08,1
642,424,open,2022-07-08,1
643,412,open,2022-07-08,1
644,407,open,2022-07-08,1
645,416,open,2022-07-08,2
646,422,open,2022-07-08,1
647,432,open,2022-07-08,1
648,439,open,2022-07-08,3
649,465,open,2022-07-08,2
650,252,open,2022-07-08,2
651,253,open,2022-07-08,1
652,297,open,2022-07-08,1
653,295,open,2022-07-08,2
654,312,open,2022-07-08,1
655,321,open,2022-07-08,1
656,338,open,2022-07-08,1
657,445,open,2022-07-08,2
658,499,open,2022-07-08,3
659,505,open,2022-07-08,1
660,502,open,2022-07-08,1
661,483,open,2022-07-08,1
662,469,open,2022-07-08,1
663,453,open,2022-07-08,3
664,493,open,2022-07-08,1
665,489,open,2022-07-08,1
666,503,open,2022-07-08,1
667,495,open,2022-07-08,3
668,466,open,2022-07-08,1
669,452,open,2022-07-08,1
670,451,open,2022-07-08,2
671,366,open,2022-07-08,1
672,258,open,2022-07-08,1
673,256,open,2022-07-08,1
674,254,open,2022-07-08,1
675,215,open,2022-07-08,1
676,202,open,2022-07-08,1
677,130,open,2022-07-08,2
678,103,open,2022-07-08,1
679,95,open,2022-07-08,1
680,92,open,2022-07-08,2
681,68,open,2022-07-08,1
682,40,open,2022-07-08,1
683,4183,open,2022-07-08,1
684,4118,open,2022-07-08,1
685,4099,open,2022-07-08,1
686,4077,open,2022-07-08,1
687,4075,open,2022-07-08,1
688,4062,open,2022-07-08,1
689,3907,open,2022-07-08,1
690,3966,open,2022-07-08,1
691,4030,open,2022-07-08,1
692,4032,open,2022-07-08,1
693,4072,open,2022-07-08,1
694,4128,open,2022-07-08,1
695,4139,open,2022-07-08,1
696,90,open,2022-07-08,1
697,236,open,2022-07-08,1
698,239,open,2022-07-08,1
699,289,open,2022-07-08,1
700,349,open,2022-07-08,1
701,358,open,2022-07-08,1
702,357,open,2022-07-08,1
703,391,open,2022-07-08,1
704,434,open,2022-07-08,1
705,471,open,2022-07-08,1
706,494,open,2022-07-08,3
707,468,open,2022-07-08,1
708,362,open,2022-07-08,2
709,2591,open,2022-07-08,1
710,510,open,2022-07-08,1
711,487,open,2022-07-08,1
712,470,open,2022-07-08,1
713,309,open,2022-07-08,1
714,264,open,2022-07-08,2
715,9,open,2022-07-08,1
716,232,open,2022-07-08,1
717,450,open,2022-07-08,1
718,449,open,2022-07-08,1
719,429,open,2022-07-08,2
720,418,open,2022-07-08,1
721,504,open,2022-07-08,2
722,6438,open,2022-07-08,1
723,6397,open,2022-07-08,1
724,5554,open,2022-07-08,1
725,1371,open,2022-07-08,1
726,2134,open,2022-07-08,1
727,479,open,2022-07-08,1
728,353,open,2022-07-08,1
729,345,open,2022-07-08,1
730,310,open,2022-07-08,2
731,240,open,2022-07-08,1
732,85,open,2022-07-08,1
733,238,open,2022-07-08,1
734,82,open,2022-07-08,1
735,209,open,2022-07-08,1
736,230,open,2022-07-08,1
737,126,open,2022-07-08,1
738,139,open,2022-07-08,1
739,476,open,2022-07-08,1
740,478,open,2022-07-08,1
741,514,open,2022-07-08,1
744,269,open,2022-07-08,1
745,268,open,2022-07-08,1
746,137,open,2022-07-08,1
747,485,open,2022-07-08,1
748,486,open,2022-07-09,1
749,493,open,2022-07-09,4
750,474,open,2022-07-09,8
751,475,open,2022-07-09,9
752,478,open,2022-07-09,3
753,316,open,2022-07-09,4
754,301,open,2022-07-09,2
755,526,open,2022-07-09,20
756,268,open,2022-07-09,1
757,236,open,2022-07-09,1
758,201,open,2022-07-09,1
759,184,open,2022-07-09,1
760,174,open,2022-07-09,1
761,134,open,2022-07-09,1
762,415,open,2022-07-09,1
763,391,open,2022-07-09,1
764,514,open,2022-07-09,8
765,6648,open,2022-07-09,1
766,269,open,2022-07-09,1
767,271,open,2022-07-09,2
768,504,open,2022-07-09,3
769,482,open,2022-07-09,1
770,188,open,2022-07-09,1
771,113,open,2022-07-09,1
772,456,open,2022-07-09,2
773,457,open,2022-07-09,2
774,453,open,2022-07-09,3
775,485,open,2022-07-09,2
776,404,open,2022-07-09,3
777,400,open,2022-07-09,2
778,226,open,2022-07-09,1
779,518,open,2022-07-09,17
780,489,open,2022-07-09,5
781,477,open,2022-07-09,8
782,455,open,2022-07-09,2
783,413,open,2022-07-09,1
784,424,open,2022-07-09,2
785,422,open,2022-07-09,2
786,347,open,2022-07-09,2
787,371,open,2022-07-09,3
788,365,open,2022-07-09,3
789,299,open,2022-07-09,2
790,296,open,2022-07-09,1
791,286,open,2022-07-09,1
792,256,open,2022-07-09,1
793,298,open,2022-07-09,1
794,6647,open,2022-07-09,1
795,6518,open,2022-07-09,1
796,6508,open,2022-07-09,1
797,510,open,2022-07-09,3
798,483,open,2022-07-09,2
799,470,open,2022-07-09,7
800,348,open,2022-07-09,1
801,346,open,2022-07-09,4
802,406,open,2022-07-09,1
803,342,open,2022-07-09,2
804,5807,open,2022-07-09,1
805,15,open,2022-07-09,1
806,481,open,2022-07-09,3
807,454,open,2022-07-09,2
808,432,open,2022-07-09,3
809,411,open,2022-07-09,2
810,519,open,2022-07-09,4
811,487,open,2022-07-09,5
812,512,open,2022-07-09,2
813,357,open,2022-07-09,1
814,344,open,2022-07-09,1
815,208,open,2022-07-09,1
816,197,open,2022-07-09,2
817,200,open,2022-07-09,1
818,192,open,2022-07-09,1
819,469,open,2022-07-09,1
820,297,open,2022-07-09,1
821,275,open,2022-07-09,1
822,517,open,2022-07-09,4
823,501,open,2022-07-09,3
824,499,open,2022-07-09,7
825,463,open,2022-07-09,8
826,462,open,2022-07-09,3
827,329,open,2022-07-09,1
828,233,open,2022-07-09,3
829,149,open,2022-07-09,1
830,423,open,2022-07-09,2
831,321,open,2022-07-09,3
832,309,open,2022-07-09,1
833,417,open,2022-07-09,1
834,4520,open,2022-07-09,1
835,418,open,2022-07-09,1
836,448,open,2022-07-09,4
837,364,open,2022-07-09,2
838,520,open,2022-07-09,9
839,511,open,2022-07-09,5
840,2754,open,2022-07-09,2
841,1041,open,2022-07-09,1
842,3209,open,2022-07-09,1
843,1940,open,2022-07-09,1
844,3198,open,2022-07-09,1
845,476,open,2022-07-09,3
846,497,open,2022-07-09,3
847,451,open,2022-07-09,2
848,438,open,2022-07-09,1
849,428,open,2022-07-09,1
850,383,open,2022-07-09,1
851,506,open,2022-07-09,3
852,468,open,2022-07-09,2
853,472,open,2022-07-09,2
854,372,open,2022-07-09,1
855,395,open,2022-07-09,1
856,374,open,2022-07-09,1
857,2967,open,2022-07-09,1
858,5187,open,2022-07-09,1
859,386,open,2022-07-09,1
860,356,open,2022-07-09,1
861,513,open,2022-07-09,3
862,7084,open,2022-07-09,1
863,353,open,2022-07-09,2
864,7086,open,2022-07-09,1
865,2667,open,2022-07-09,1
866,4170,open,2022-07-09,1
867,3558,open,2022-07-09,1
868,429,open,2022-07-09,2
869,3650,open,2022-07-09,1
870,508,open,2022-07-09,3
871,446,open,2022-07-09,1
872,345,open,2022-07-09,2
873,304,open,2022-07-09,3
874,288,open,2022-07-09,1
875,281,open,2022-07-09,1
876,283,open,2022-07-09,1
877,277,open,2022-07-09,3
878,245,open,2022-07-09,1
879,229,open,2022-07-09,1
880,230,open,2022-07-09,1
881,227,open,2022-07-09,1
882,222,open,2022-07-09,1
883,217,open,2022-07-09,1
884,166,open,2022-07-09,1
885,69,open,2022-07-09,1
886,46,open,2022-07-09,1
887,4201,open,2022-07-09,1
888,4039,open,2022-07-09,1
889,3955,open,2022-07-09,1
890,3956,open,2022-07-09,1
891,3957,open,2022-07-09,1
892,3922,open,2022-07-09,1
893,3873,open,2022-07-09,1
894,3872,open,2022-07-09,1
895,3844,open,2022-07-09,1
896,3811,open,2022-07-09,1
897,3779,open,2022-07-09,1
898,3691,open,2022-07-09,1
899,3643,open,2022-07-09,1
900,3639,open,2022-07-09,1
901,3640,open,2022-07-09,1
902,3615,open,2022-07-09,1
903,3559,open,2022-07-09,1
904,3552,open,2022-07-09,1
905,3545,open,2022-07-09,1
906,3531,open,2022-07-09,1
907,3520,open,2022-07-09,1
908,3511,open,2022-07-09,1
909,3464,open,2022-07-09,1
910,3458,open,2022-07-09,1
911,3407,open,2022-07-09,1
912,40,open,2022-07-09,2
913,5573,open,2022-07-09,1
914,6397,open,2022-07-09,1
915,466,open,2022-07-09,1
916,509,open,2022-07-09,2
917,431,open,2022-07-09,2
918,399,open,2022-07-09,1
