student_id, semester, course_id, grade
40110072,998,120,2
40110031,996,114,0
40110052,999,156,19
40110065,994,163,16
40110064,993,120,3
40110039,995,157,13
40110074,995,160,17
40110070,995,124,16
40110033,997,117,10
40110054,994,135,16
40110018,991,115,17
40110090,990,128,9
40110096,999,128,5
40110080,993,147,15
40110085,991,141,6
40110051,993,120,4
40110049,996,132,11
40110078,999,111,16
40110011,997,119,18
40110053,999,133,0
40110053,999,134,20
40110070,998,146,7
40110004,999,160,2
40110031,993,112,3
40110036,995,148,7
40110037,997,101,14
40110064,993,112,14
40110029,994,111,15
40110058,995,100,17
40110089,995,147,16
40110008,995,136,13
40110002,996,148,8
40110034,996,124,1
40110080,999,153,5
40110054,995,119,15
40110077,997,160,0
40110085,991,156,17
40110001,998,106,1
40110046,991,142,4
40110002,993,110,8
40110023,993,156,6
40110029,992,128,3
40110062,999,149,7
40110031,997,119,19
40110009,990,113,18
40110084,995,135,11
40110029,992,134,4
40110027,992,136,19
40110010,990,126,0
40110085,992,162,9
40110099,994,101,3
40110033,994,113,11
40110062,998,104,16
40110052,992,142,19
40110071,993,141,16
40110059,992,154,6
40110074,991,122,19
40110064,991,128,6
40110041,998,124,6
40110043,990,155,6
40110028,997,107,7
40110018,992,152,12
40110067,993,148,10
40110043,991,107,10
40110032,994,118,20
40110047,993,129,10
40110073,997,101,12
40110041,999,137,19
40110094,996,122,8
40110065,990,128,4
40110095,995,127,3
40110034,993,112,1
40110030,994,125,12
40110057,997,152,4
40110073,999,154,16
40110092,997,131,4
40110013,995,131,15
40110004,992,160,20
40110053,996,109,2
40110052,997,117,14
40110055,996,144,8
40110009,993,114,9
40110020,991,150,0
40110071,998,163,2
40110009,990,120,7
40110080,998,156,2
40110038,994,111,8
40110039,992,110,10
40110097,997,148,16
40110091,991,113,16
40110036,998,122,12
40110020,993,153,2
40110089,994,152,19
40110091,998,124,0
40110039,990,139,13
40110050,998,142,20
40110033,991,130,16
40110023,998,125,17
40110037,990,146,2
40110073,992,100,6
40110094,993,127,11
40110087,994,100,10
40110065,998,123,20
40110068,993,155,3
40110028,990,135,9
40110007,994,119,4
40110093,999,107,9
40110090,993,163,17
40110009,994,158,18
40110086,995,135,11
40110040,995,152,12
40110031,990,132,6
40110089,992,122,1
40110046,992,121,14
40110037,999,118,0
40110049,997,104,19
40110022,993,140,16
40110053,995,148,6
40110038,997,134,5
40110063,995,160,20
40110016,990,115,10
40110009,992,111,11
40110087,992,143,15
40110059,991,104,7
40110082,997,148,15
40110073,996,155,16
40110045,990,142,6
40110033,996,161,1
40110001,990,118,13
40110026,995,123,8
40110086,997,118,3
40110058,994,155,7
40110019,991,122,4
40110049,995,151,16
40110091,995,147,10
40110099,999,109,6
40110081,996,106,17
40110057,996,131,5
40110026,990,121,1
40110064,992,106,2
40110042,992,117,12
40110038,995,121,6
40110093,990,141,18
40110038,990,139,1
40110067,997,131,18
40110015,998,108,7
40110007,995,127,13
40110047,994,124,12
40110047,998,136,5
40110073,991,104,11
40110024,999,142,17
40110055,997,119,1
40110012,995,140,2
40110064,996,140,15
40110066,990,141,7
40110072,998,122,1
40110029,994,136,5
40110082,991,159,19
40110045,991,118,18
40110028,995,160,13
40110052,994,147,15
40110075,997,135,8
40110062,998,131,14
40110093,999,106,4
40110042,995,138,14
40110018,997,116,14
40110052,996,104,5
40110057,995,145,17
40110009,991,128,5
40110079,996,121,1
40110067,999,151,17
40110009,991,152,9
40110001,998,118,7
40110082,994,138,14
40110086,998,117,1
40110097,997,120,10
40110035,998,123,8
40110084,993,126,18
40110054,991,159,16
40110063,999,148,14
40110081,993,114,18
40110030,996,136,7
40110092,994,138,13
40110006,997,100,2
40110061,992,141,16
40110097,995,141,15
40110059,995,146,19
40110046,998,140,2
40110045,997,149,10
40110072,995,142,2
40110061,993,100,6
40110092,991,153,5
40110070,994,148,20
40110010,998,129,9
40110086,991,151,2
40110057,993,127,18
40110097,994,147,0
40110084,991,146,5
40110018,998,141,12
40110060,990,139,3
40110028,996,163,12
40110060,996,121,7
40110019,993,111,7
40110086,999,109,7
40110059,994,103,10
40110056,997,124,0
40110003,997,113,3
40110081,996,114,5
40110085,998,107,7
40110008,999,105,0
40110048,990,134,5
40110018,999,152,2
40110039,999,105,20
40110061,999,100,16
40110040,992,127,3
40110074,992,144,14
40110072,997,111,12
40110069,998,129,18
40110086,998,149,15
40110018,999,142,4
40110062,997,117,9
40110007,997,116,15
40110095,996,141,19
40110069,999,139,1
40110035,993,156,13
40110056,999,115,6
40110053,990,107,13
40110021,992,117,3
40110052,992,129,10
40110043,996,110,8
40110068,997,143,3
40110051,996,106,11
40110005,999,163,0
40110049,997,137,7
40110070,992,157,6
40110004,996,113,20
40110036,991,140,17
40110088,990,139,8
40110061,998,137,9
40110022,991,100,6
40110029,996,156,19
40110093,990,131,16
40110042,992,144,14
40110031,996,162,10
40110073,991,162,15
40110098,994,107,14
40110006,996,160,12
40110029,993,108,15
40110025,999,152,9
40110044,998,128,3
40110010,999,104,13
40110003,993,133,20
40110008,992,126,8
40110053,993,116,8
40110042,991,101,12
40110061,997,153,8
40110010,998,132,20
40110081,995,137,17
40110081,995,142,18
40110077,994,122,5
40110007,992,123,14
40110001,996,159,13
40110098,995,108,5
40110018,994,104,10
40110064,993,140,1
40110083,997,101,2
40110091,997,148,16
40110048,992,103,4
40110006,990,116,1
40110042,993,145,11
40110018,998,144,14
40110048,996,139,9
40110041,999,119,13
40110014,998,140,12
40110033,997,109,1
40110002,994,120,16
40110038,992,107,18
40110085,991,161,20
40110031,997,120,17
40110010,999,153,0
40110027,991,130,7
40110066,994,115,4
40110062,997,126,5
40110022,997,159,10
40110059,995,143,13
40110083,993,131,11
40110056,992,128,6
40110082,999,120,18
40110094,990,111,14
40110051,990,162,14
40110075,998,116,4
40110055,991,148,2
40110033,994,116,8
40110034,997,110,3
40110059,991,161,17
40110010,999,140,17
40110050,996,118,9
40110098,997,122,1
40110083,997,161,7
40110000,993,150,14
40110005,991,123,15
40110026,991,122,9
40110097,997,156,13
40110021,990,130,5
40110076,994,106,3
40110084,998,145,17
40110041,997,135,1
40110077,993,126,8
40110086,990,159,4
40110073,996,107,3
40110002,996,163,18
40110081,998,118,9
40110050,993,121,6
40110094,992,134,9
40110050,990,103,18
40110052,993,159,8
40110089,998,163,14
40110019,994,106,0
40110066,999,131,14
40110075,990,109,10
40110004,993,122,18
40110088,995,156,15
40110018,993,103,20
40110061,997,154,17
40110063,990,102,15
40110074,995,120,19
40110030,994,144,9
40110056,996,146,12
40110073,994,129,1
40110049,994,147,15
40110028,997,115,8
40110025,994,117,15
40110088,994,128,4
40110062,996,108,10
40110056,990,114,11
40110043,995,119,6
40110010,994,130,9
40110020,994,160,20
40110075,998,111,15
40110080,990,143,4
40110025,994,111,7
40110072,994,148,8
40110082,998,159,10
40110090,993,134,2
40110086,990,121,11
40110024,996,141,14
40110055,997,144,13
40110083,994,139,5
40110078,991,102,12
40110050,999,163,12
40110020,998,110,19
40110086,992,140,0
40110080,991,138,2
40110017,995,145,16
40110030,994,161,15
40110009,994,156,8
40110055,999,150,9
40110003,994,115,2
40110040,997,155,17
40110097,992,122,7
40110069,999,106,5
40110025,994,149,16
40110039,999,141,3
40110098,992,136,8
40110006,991,114,2
40110043,992,115,0
40110054,992,146,3
40110029,991,115,6
40110010,999,151,4
40110084,999,107,2
40110080,996,117,9
40110015,992,134,20
40110048,998,115,18
40110045,993,124,19
40110032,995,149,2
40110076,995,157,19
40110078,993,160,0
40110049,997,108,15
40110096,996,157,18
40110029,990,121,20
40110087,994,130,10
40110027,998,140,19
40110000,996,103,18
40110021,994,130,3
40110006,995,139,5
40110023,991,101,12
40110056,999,121,11
40110042,999,157,10
40110054,993,135,11
40110059,994,109,1
40110034,994,129,20
40110071,995,116,2
40110074,991,121,5
40110025,993,154,3
40110037,997,143,11
40110036,992,103,8
40110004,991,143,2
40110095,998,154,5
40110034,996,159,15
40110023,999,146,9
40110079,997,134,3
40110011,998,111,5
40110011,999,160,7
40110027,998,153,17
40110036,996,116,14
40110068,991,155,9
40110025,997,135,6
40110046,995,142,14
40110051,993,132,4
40110071,998,142,16
40110077,996,132,5
40110041,990,147,13
40110035,998,104,20
40110094,999,124,9
40110090,998,118,6
40110036,994,126,5
40110069,997,149,13
40110099,995,112,7
40110009,996,159,2
40110092,996,132,4
40110049,996,138,12
40110022,992,100,11
40110068,995,128,7
40110075,992,119,17
40110091,993,104,7
40110073,999,112,7
40110021,996,135,2
40110091,991,156,13
40110043,997,104,9
40110010,999,132,12
40110087,999,134,4
40110092,994,132,1
40110011,997,146,8
40110091,997,123,14
40110050,998,120,11
40110064,993,146,18
40110028,996,113,16
40110019,998,134,3
40110037,993,123,11
40110043,998,147,5
40110037,995,127,19
40110037,992,152,9
40110001,998,163,13
40110089,997,152,13
40110099,995,136,9
40110040,999,156,18
40110099,999,142,9
40110090,995,109,8
40110037,993,162,20
40110088,994,144,2
40110050,993,143,1
40110027,992,129,14
40110069,995,133,11
40110081,995,110,0
40110047,997,142,1
40110030,991,138,1
40110006,994,147,4
40110078,998,128,13
40110084,998,143,5
40110097,999,147,11
40110062,995,108,4
40110018,994,126,14
40110019,998,126,12
40110062,997,101,12
40110042,994,132,3
40110089,991,111,16
40110008,990,152,16
40110065,990,157,0
40110027,993,124,15
40110011,992,138,8
40110028,997,131,12
40110014,996,113,20
40110066,994,121,11
40110033,994,141,4
40110030,993,125,15
40110028,995,112,8
40110078,994,123,5
40110053,991,138,0
40110069,997,151,0
40110033,991,111,9
40110002,991,133,9
40110053,992,157,18
40110039,994,125,17
40110063,991,111,2
40110033,998,101,13
40110035,990,131,20
40110058,996,113,17
40110032,993,140,12
40110054,993,106,12
40110060,997,115,19
40110098,996,151,10
40110016,990,128,14
40110050,997,120,14
40110012,997,159,11
40110066,990,127,18
40110049,997,130,17
40110084,999,100,13
40110070,999,137,9
40110044,991,159,12
40110012,998,141,9
40110094,991,154,6
40110082,997,161,1
40110031,998,157,20
40110064,992,162,0
40110014,994,122,6
40110049,995,147,10
40110007,997,148,12
40110085,993,103,9
40110003,999,111,0
40110094,998,105,18
40110090,992,133,9
40110036,995,154,19
40110026,992,103,7
40110010,992,119,5
40110019,998,108,11
40110032,997,151,7
40110084,990,115,1
40110021,998,150,15
40110071,999,145,9
40110081,991,119,14
40110057,994,108,20
40110082,995,158,20
40110050,994,112,13
40110067,991,109,8
40110064,998,146,7
40110073,993,140,4
40110081,995,143,9
40110072,993,126,12
40110038,998,141,20
40110003,999,109,14
40110006,996,127,6
40110019,999,109,3
40110093,997,113,7
40110053,997,160,1
40110031,991,150,5
40110050,993,162,14
40110035,997,122,3
40110098,994,155,8
40110056,991,158,14
40110001,994,155,1
40110057,991,144,15
40110037,994,153,18
40110095,992,119,1
40110022,995,100,2
40110026,996,143,4
40110002,991,145,18
40110081,996,159,5
40110051,992,148,16
40110028,996,153,4
40110061,995,159,0
40110058,999,134,18
40110041,997,118,9
40110055,992,151,9
40110044,992,129,10
40110043,999,145,11
40110085,999,148,14
40110030,991,139,16
40110057,999,162,9
40110053,997,152,14
40110090,996,110,10
40110022,990,145,7
40110047,990,104,2
40110083,990,157,8
40110073,995,141,18
40110049,993,154,7
40110070,996,159,14
40110051,992,121,8
40110073,994,154,12
40110051,994,101,6
40110020,999,121,14
40110018,996,119,19
40110031,990,146,9
40110063,991,154,19
40110025,993,121,15
40110066,991,160,3
40110037,999,150,15
40110097,994,109,5
40110096,996,147,11
40110031,995,139,12
40110017,994,132,8
40110017,998,130,16
40110066,990,146,15
40110005,999,115,1
40110091,993,124,5
40110095,999,135,16
40110097,998,114,18
40110018,990,112,2
40110048,996,130,14
40110092,994,147,1
40110068,998,149,20
40110007,999,139,0
40110097,993,157,8
40110076,999,155,1
40110062,991,119,10
40110081,998,107,16
40110050,996,105,9
40110092,990,101,3
40110044,997,163,13
40110090,996,120,19
40110002,992,150,0
40110070,992,158,7
40110080,996,153,11
40110006,994,139,0
40110091,995,137,4
40110088,995,110,7
40110031,997,104,12
40110017,997,134,16
40110028,996,111,13
40110073,995,108,17
40110096,997,129,5
40110026,992,152,0
40110004,999,112,2
40110033,992,150,0
40110076,992,157,20
40110093,990,147,3
40110038,995,141,13
40110022,991,115,10
40110004,992,151,19
40110061,994,108,10
40110075,997,113,14
40110085,990,158,5
40110056,996,114,6
40110039,995,120,8
40110032,998,141,0
40110076,993,127,9
40110036,997,154,11
40110034,990,157,9
40110060,993,131,20
40110055,991,143,18
40110019,993,144,11
40110050,992,149,16
40110030,993,151,5
40110078,991,158,5
40110035,993,120,12
40110031,996,104,12
40110014,997,112,10
40110010,992,102,14
40110056,991,151,0
40110081,990,156,10
40110069,992,122,17
40110040,992,155,6
40110070,999,151,8
40110084,994,159,17
40110002,998,102,13
40110080,998,121,0
40110018,995,126,13
40110064,996,150,2
40110060,996,161,6
40110026,996,118,8
40110004,997,158,16
40110070,995,104,10
40110009,991,107,14
40110071,993,128,18
40110006,993,117,19
40110061,999,154,17
40110000,994,158,14
40110015,994,112,12
40110034,990,100,1
40110060,996,117,10
40110020,995,103,17
40110045,994,147,11
40110035,997,117,1
40110081,998,102,3
40110099,994,106,18
40110036,998,121,12
40110030,998,151,2
40110033,990,147,9
40110064,991,113,12
40110019,994,112,8
40110024,999,139,16
40110089,995,124,12
40110049,996,161,15
40110069,992,155,9
40110053,993,111,15
40110080,993,134,3
40110093,997,128,1
40110084,995,101,4
40110033,992,116,3
40110068,992,100,2
40110091,990,127,4
40110005,993,103,9
40110081,998,114,11
40110027,999,115,4
40110084,996,157,18
40110069,993,149,17
40110077,996,161,18
40110061,991,115,15
40110028,997,157,4
40110067,991,146,2
40110091,999,148,16
40110031,995,126,11
40110051,996,155,12
40110077,990,145,19
40110094,996,127,1
40110059,995,129,1
40110030,994,162,4
40110045,999,149,14
40110011,990,104,12
40110010,993,146,4
40110055,994,145,9
40110071,995,139,13
40110017,994,144,5
40110003,990,127,11
40110021,998,148,18
40110041,990,160,9
40110097,998,150,13
40110001,991,159,7
40110001,993,145,5
40110054,994,160,19
40110094,991,103,0
40110013,991,154,1
40110087,994,119,3
40110008,997,123,8
40110025,991,106,6
40110099,996,133,4
40110080,994,117,1
40110066,998,104,1
40110046,990,100,13
40110054,993,130,10
40110031,993,138,4
40110099,993,155,19
40110097,999,160,0
40110069,990,120,12
40110012,991,147,3
40110007,992,139,17
40110056,991,133,16
40110050,997,148,6
40110006,992,108,5
40110024,997,152,2
40110001,997,135,10
40110015,990,129,0
40110016,993,158,13
40110080,996,148,20
40110075,994,115,9
40110006,999,145,2
40110040,994,106,4
40110007,998,147,17
40110023,992,105,1
40110010,991,117,0
40110078,996,152,19
40110035,993,152,14
40110024,994,151,9
40110066,997,126,13
40110049,992,114,17
40110054,992,132,5
40110085,997,132,5
40110077,996,117,17
40110025,996,132,0
40110039,995,109,2
40110028,992,146,5
40110004,991,150,18
40110009,997,129,4
40110040,996,128,0
40110026,997,138,0
40110020,998,125,1
40110088,997,142,11
40110094,998,156,9
40110070,994,124,15
40110027,993,108,18
40110036,990,122,6
40110096,990,146,1
40110037,996,140,15
40110028,999,109,9
40110039,998,127,10
40110069,995,139,9
40110040,997,102,18
40110098,991,149,13
40110017,993,125,2
40110068,990,140,15
40110020,999,126,6
40110030,992,151,20
40110058,997,162,13
40110010,992,113,19
40110042,991,152,11
40110045,996,125,9
40110008,991,110,19
40110061,995,156,7
40110018,991,129,8
40110025,999,163,13
40110027,995,145,20
40110097,993,158,17
40110033,994,147,9
40110028,995,146,5
40110000,998,115,9
40110033,996,106,10
40110089,992,130,9
40110082,990,149,3
40110053,990,109,6
40110084,991,156,12
40110087,995,104,10
40110036,999,136,12
40110074,994,162,17
40110092,995,103,7
40110050,991,136,10
40110026,996,142,17
40110049,999,111,16
40110048,994,160,5
40110078,994,112,18
40110098,993,142,7
40110039,999,149,15
40110043,992,147,8
40110041,996,104,14
40110033,992,128,4
40110024,990,136,9
40110024,999,113,8
40110056,996,153,14
40110027,994,111,14
40110023,990,103,20
40110032,998,119,13
40110094,990,153,12
40110002,999,120,6
40110098,990,163,8
40110092,990,102,5
40110071,990,102,10
40110009,993,143,11
40110093,993,109,8
40110077,993,156,6
40110010,997,119,5
40110012,991,104,19
40110036,996,150,3
40110098,992,127,2
40110041,997,122,19
40110070,995,121,6
40110051,991,152,9
40110007,997,140,10
40110097,991,114,16
40110089,991,142,13
40110014,990,147,5
40110023,997,161,10
40110015,997,115,17
40110046,996,142,11
40110074,996,157,10
40110084,999,157,18
40110033,990,104,18
40110037,992,100,15
40110062,993,105,7
40110040,994,149,15
40110005,997,131,0
40110044,995,124,8
40110021,993,118,12
40110078,991,145,6
40110089,990,106,11
40110008,995,161,19
40110042,990,158,6
40110066,998,112,15
40110073,998,159,12
40110098,991,106,1
40110054,993,100,18
40110004,997,133,1
40110049,995,121,17
40110059,990,117,6
40110006,994,151,8
40110062,992,104,5
40110003,990,149,19
40110038,992,130,3
40110014,991,129,8
40110092,999,115,19
40110032,996,123,19
40110004,990,102,14
40110056,992,116,2
40110026,996,101,10
40110069,992,148,15
40110074,998,140,1
40110051,997,154,8
40110076,990,108,5
40110035,995,117,3
40110021,997,113,5
40110084,995,158,6
40110007,997,103,8
40110034,993,145,5
40110007,992,107,2
40110090,999,109,15
40110034,993,137,13
40110069,995,140,3
40110073,994,163,4
40110033,996,144,17
40110049,992,119,2
40110017,996,161,4
40110095,990,154,16
40110004,994,106,0
40110036,991,142,11
40110011,997,116,4
40110064,994,134,15
40110083,997,128,11
40110006,993,141,5
40110045,999,130,17
40110073,996,160,12
40110016,997,147,3
40110065,997,149,2
40110068,999,103,1
40110058,991,153,10
40110072,998,135,8
40110045,990,113,10
40110098,998,144,8
40110084,994,156,4
40110094,997,154,20
40110052,994,162,13
40110093,998,152,11
40110004,991,137,14
40110091,991,117,11
40110074,999,155,12
40110091,990,122,20
40110026,998,102,2
40110011,990,101,11
40110057,998,111,1
40110016,990,140,14
40110015,996,163,16
40110076,991,148,9
40110049,991,103,16
40110098,994,125,19
40110073,992,132,7
40110050,991,101,9
40110094,992,151,16
40110062,996,107,19
40110036,998,106,5
40110051,992,151,2
40110088,998,118,13
40110097,996,127,16
40110079,994,154,0
40110051,999,133,15
40110095,999,121,8
40110044,996,125,9
40110033,997,114,4
40110028,993,148,16
40110038,994,153,8
40110075,999,102,17
40110008,995,155,4
40110037,999,159,3
40110001,996,158,13
40110011,999,163,3
40110082,990,108,19
40110052,991,134,18
40110022,994,110,18
40110087,996,108,12
40110068,990,120,2
40110007,993,127,17
40110094,993,103,8
40110023,990,132,12
40110089,997,106,2
40110053,996,155,6
40110038,994,158,10
40110023,993,117,13
40110070,993,128,8
40110050,992,111,2
40110080,992,149,14
40110024,990,152,8
40110003,998,142,17
40110039,996,157,16
40110014,993,151,0
40110031,993,130,4
40110037,998,140,10
40110081,997,115,5
40110031,998,163,15
40110051,999,129,4
40110070,997,153,2
40110072,998,140,12
40110009,999,124,5
40110024,999,144,12
40110011,991,109,20
40110040,990,156,1
40110035,991,129,13
40110030,997,111,15
40110089,996,112,11
40110024,995,140,14
40110081,995,139,14
40110058,991,121,13
40110070,999,111,20
40110072,994,110,11
40110029,999,116,13
40110083,998,136,11
40110032,995,147,5
40110028,999,121,7
40110089,993,159,10
40110085,993,142,2
40110079,990,163,6
40110070,991,100,20
40110031,996,105,4
40110028,999,140,2
40110047,990,118,0
40110066,997,139,10
40110048,992,100,13
40110073,993,133,11
40110086,991,111,11
40110058,998,118,8
40110019,997,104,13
40110091,999,152,3
40110027,993,149,17
40110092,997,134,11
40110033,996,112,17
40110041,992,140,3
40110033,996,110,7
40110004,996,112,0
40110033,992,126,5
40110020,995,112,0
40110034,996,150,11
40110056,992,151,12
40110098,990,109,5
40110011,995,147,13
40110052,998,144,2
40110033,995,128,0
40110071,998,138,16
40110062,996,141,18
40110005,997,110,0
40110012,997,156,8
40110030,995,107,1
40110098,996,115,8
40110004,993,148,15
40110002,996,114,4
40110099,998,153,3
40110054,996,153,3
40110029,995,100,7
40110073,994,128,20
40110050,990,106,8
40110012,997,157,1
40110021,994,124,2
40110047,997,139,20
40110054,995,100,9
40110019,994,122,16
40110042,993,154,5
40110034,991,111,18
40110062,991,110,2
40110021,994,109,1
40110093,998,115,17
40110075,994,161,8
40110079,990,103,4
40110023,998,136,19
40110011,999,148,8
40110090,992,157,11
40110021,995,159,12
40110027,990,162,18
40110023,990,113,1
40110000,991,142,14
40110036,999,110,11
40110090,993,113,17
40110085,998,109,8
40110041,998,142,18
40110072,990,158,20
40110088,993,123,12
40110016,992,135,4
40110025,992,114,15
40110040,990,150,11
40110094,991,112,9
40110097,990,137,17
40110014,991,128,6
40110037,996,109,1
40110059,997,108,11
40110060,998,157,9
40110088,990,158,17
40110020,990,102,10
40110097,990,122,9
40110031,991,131,13
40110093,994,117,5
40110093,995,100,13
40110095,998,159,20
40110092,998,145,7
40110003,991,130,5
40110029,998,110,15
40110025,996,157,20
40110050,993,123,15
40110036,992,107,11
40110044,990,132,6
40110053,999,147,17
40110098,990,122,5
40110045,997,157,13
40110006,990,108,4
40110049,996,112,2
40110011,997,109,15
40110016,993,157,5
40110012,990,126,9
40110016,998,158,17
40110036,997,148,5
40110062,999,121,11
40110072,999,104,6
40110083,990,139,14
40110011,999,131,20
40110002,990,143,3
40110020,998,115,14
40110060,998,133,2
40110096,990,124,6
40110071,992,136,14
40110025,999,162,20
40110082,992,118,1
40110046,997,137,12
